stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,stop_timezone
53,50053,Westbound Davie St @ Cardero St,,49.28546,-123.138909,BUS ZN,https://translink.ca/schedules-and-maps/stop/50053/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50053,0,,1,
54,50054,Eastbound W 16 Ave @ Musqueamview St,,49.257636,-123.175459,BUS ZN,https://translink.ca/schedules-and-maps/stop/50054/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50054,0,,1,
55,50055,Eastbound W 16 Ave @ Carnarvon St,,49.257586,-123.171363,BUS ZN,https://translink.ca/schedules-and-maps/stop/50055/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50055,0,,1,
56,50056,Northbound Macdonald St @ W 16 Ave,,49.258079,-123.168299,BUS ZN,https://translink.ca/schedules-and-maps/stop/50056/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50056,0,,1,
58,50058,Northbound Macdonald St @ W 12 Ave,,49.261778,-123.168164,BUS ZN,https://translink.ca/schedules-and-maps/stop/50058/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50058,0,,2,
59,50059,Northbound Macdonald St @ W 10 Ave,,49.263469,-123.168097,BUS ZN,https://translink.ca/schedules-and-maps/stop/50059/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50059,0,,1,
60,50060,Northbound Macdonald St @ W Broadway,,49.264484,-123.168205,BUS ZN,https://translink.ca/schedules-and-maps/stop/50060/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50060,0,,1,
61,50061,Northbound Macdonald St @ W 7th Ave,,49.266101,-123.168316,BUS ZN,https://translink.ca/schedules-and-maps/stop/50061/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50061,0,,1,
63,50063,Northbound Macdonald St @ W 4th Ave,,49.268721,-123.168221,BUS ZN,https://translink.ca/schedules-and-maps/stop/50063/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50063,0,,1,
64,50064,Northbound Macdonald St @ W 2nd Ave,,49.270491,-123.168159,BUS ZN,https://translink.ca/schedules-and-maps/stop/50064/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50064,0,,1,
69,50069,Eastbound Cornwall Ave @ Yew St,,49.272516,-123.154543,BUS ZN,https://translink.ca/schedules-and-maps/stop/50069/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50069,0,,1,
70,50070,Eastbound Cornwall Ave @ Arbutus St,,49.272471,-123.152226,BUS ZN,https://translink.ca/schedules-and-maps/stop/50070/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50070,0,,1,
72,50072,Eastbound Cornwall Ave @ Cypress St,,49.272368,-123.14734,BUS ZN,https://translink.ca/schedules-and-maps/stop/50072/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50072,0,,1,
73,50073,Northbound Burrard St @ Pacific St,,49.277226,-123.131783,BUS ZN,https://translink.ca/schedules-and-maps/stop/50073/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50073,0,,1,
74,50074,Eastbound Davie St @ Burrard St,,49.278793,-123.128901,BUS ZN,https://translink.ca/schedules-and-maps/stop/50074/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50074,0,,1,
75,50075,Northbound Burrard St @ Davie St,,49.278885,-123.129252,BUS ZN,https://translink.ca/schedules-and-maps/stop/50075/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50075,0,,1,
76,50076,Eastbound W Pender St @ Burrard St,,49.286121,-123.117245,BUS ZN,https://translink.ca/schedules-and-maps/stop/50076/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50076,0,,1,
77,50077,Eastbound W Pender St @ Granville St,,49.284791,-123.115231,BUS ZN,https://translink.ca/schedules-and-maps/stop/50077/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50077,0,,1,
78,50078,Eastbound W Pender St @ Seymour St,,49.283753,-123.113589,BUS ZN,https://translink.ca/schedules-and-maps/stop/50078/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50078,0,,1,
79,50079,Eastbound W Pender St @ Richards St,,49.283143,-123.112655,BUS ZN,https://translink.ca/schedules-and-maps/stop/50079/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50079,0,,1,
80,50080,Eastbound W Pender St @ Hamilton St,,49.281799,-123.110618,BUS ZN,https://translink.ca/schedules-and-maps/stop/50080/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50080,0,,1,
81,50081,Southbound Cambie St @ Dunsmuir St,,49.280808,-123.111146,BUS ZN,https://translink.ca/schedules-and-maps/stop/50081/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50081,0,,1,
91,50091,Westbound W Pender St @ Carrall St,,49.280707,-123.104998,BUS ZN,https://translink.ca/schedules-and-maps/stop/50091/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50091,0,,1,
93,50093,Westbound W Pender St @ Abbott St,,49.28129,-123.108213,BUS ZN,https://translink.ca/schedules-and-maps/stop/50093/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50093,0,,1,
95,50095,Westbound W Pender St @ Seymour St,,49.283818,-123.113429,BUS ZN,https://translink.ca/schedules-and-maps/stop/50095/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50095,0,,1,
96,50096,Westbound W Pender St @ Granville St,,49.284575,-123.114596,BUS ZN,https://translink.ca/schedules-and-maps/stop/50096/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50096,0,,1,
98,50098,Southbound Burrard St @ Davie St,,49.278914,-123.12964,BUS ZN,https://translink.ca/schedules-and-maps/stop/50098/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50098,0,,1,
101,50101,Westbound Cornwall Ave @ Cypress St,,49.272539,-123.148302,BUS ZN,https://translink.ca/schedules-and-maps/stop/50101/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50101,0,,1,
103,50103,Westbound Cornwall Ave @ Arbutus St,,49.272608,-123.152989,BUS ZN,https://translink.ca/schedules-and-maps/stop/50103/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50103,0,,1,
104,50104,Westbound Cornwall Ave @ Yew St,,49.272645,-123.155439,BUS ZN,https://translink.ca/schedules-and-maps/stop/50104/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50104,0,,1,
105,50105,Westbound Cornwall Ave @ Balsam St,,49.272731,-123.160216,BUS ZN,https://translink.ca/schedules-and-maps/stop/50105/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50105,0,,1,
106,50106,Westbound Cornwall Ave @ Trafalgar St,,49.272795,-123.164773,BUS ZN,https://translink.ca/schedules-and-maps/stop/50106/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50106,0,,1,
107,50107,Southbound Macdonald St @ W 1st Ave,,49.270753,-123.168323,BUS ZN,https://translink.ca/schedules-and-maps/stop/50107/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50107,0,,1,
109,50109,Southbound Macdonald St @ W 6th Ave,,49.266274,-123.168483,BUS ZN,https://translink.ca/schedules-and-maps/stop/50109/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50109,0,,1,
110,50110,Southbound Macdonald St @ W Broadway,,49.264268,-123.168373,BUS ZN,https://translink.ca/schedules-and-maps/stop/50110/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50110,0,,1,
111,50111,Southbound Macdonald St @ W 11 Ave,,49.261885,-123.16835,BUS ZN,https://translink.ca/schedules-and-maps/stop/50111/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50111,0,,2,
112,50112,Southbound Macdonald St @ W 13 Ave,,49.260158,-123.168427,BUS ZN,https://translink.ca/schedules-and-maps/stop/50112/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50112,0,,1,
113,50113,Southbound Macdonald St @ W 16 Ave,,49.257261,-123.168508,BUS ZN,https://translink.ca/schedules-and-maps/stop/50113/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50113,0,,1,
114,50114,Westbound W 16 Ave @ Macdonald St,,49.257816,-123.168896,BUS ZN,https://translink.ca/schedules-and-maps/stop/50114/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50114,0,,1,
115,50115,Westbound W 16 Ave @ Mackenzie St,,49.257845,-123.170847,BUS ZN,https://translink.ca/schedules-and-maps/stop/50115/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50115,0,,1,
116,50116,Westbound W 16 Ave @ Balaclava St,,49.257904,-123.174638,BUS ZN,https://translink.ca/schedules-and-maps/stop/50116/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50116,0,,1,
119,50119,Southbound Macdonald St @ W 21 Ave,,49.253375,-123.16787,BUS ZN,https://translink.ca/schedules-and-maps/stop/50119/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50119,0,,1,
121,50121,Southbound Macdonald St @ Alamein Ave,,49.249795,-123.167932,BUS ZN,https://translink.ca/schedules-and-maps/stop/50121/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50121,0,,1,
122,50122,Westbound W King Edward Ave @ Macdonald St,,49.248646,-123.16864,BUS ZN,https://translink.ca/schedules-and-maps/stop/50122/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50122,0,,1,
124,50124,Southbound Quesnel Dr @ W King Edward Ave,,49.249603,-123.171914,BUS ZN,https://translink.ca/schedules-and-maps/stop/50124/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50124,0,,1,
126,50126,Southbound Mackenzie St @ W 29 Ave,,49.245848,-123.170308,BUS ZN,https://translink.ca/schedules-and-maps/stop/50126/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50126,0,,1,
128,50128,Southbound Mackenzie St @ W 33 Ave,,49.242027,-123.17035,BUS ZN,https://translink.ca/schedules-and-maps/stop/50128/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50128,0,,1,
130,50130,Southbound Mackenzie St @ W 37 Ave,,49.238254,-123.170377,BUS ZN,https://translink.ca/schedules-and-maps/stop/50130/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50130,0,,1,
132,50132,Eastbound W 41 Ave @ Mackenzie St,,49.234673,-123.169829,BUS ZN,https://translink.ca/schedules-and-maps/stop/50132/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50132,0,,1,
134,50134,Eastbound W 41 Ave @ Willow St,,49.233687,-123.123477,BUS ZN,https://translink.ca/schedules-and-maps/stop/50134/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50134,0,,1,
139,50139,Eastbound W 41 Ave @ Manitoba St,,49.233142,-123.107725,BUS ZN,https://translink.ca/schedules-and-maps/stop/50139/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50139,0,,1,
140,50140,Eastbound E 41 Ave @ Ontario St,,49.233063,-123.105218,BUS ZN,https://translink.ca/schedules-and-maps/stop/50140/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50140,0,,1,
142,50142,Northbound Main St @ SE Marine Dr,,49.211565,-123.102035,BUS ZN,https://translink.ca/schedules-and-maps/stop/50142/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50142,0,,1,
144,59844,Northbound Main St @ E 62 Ave,,49.214623,-123.101909,BUS ZN,https://translink.ca/schedules-and-maps/stop/59844/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=59844,0,,1,
146,50146,Northbound Main St @ E 59 Ave,,49.217015,-123.101819,BUS ZN,https://translink.ca/schedules-and-maps/stop/50146/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50146,0,,1,
147,50147,Northbound Main St @ E 57 Ave,,49.218788,-123.10174,BUS ZN,https://translink.ca/schedules-and-maps/stop/50147/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50147,0,,1,
150,50150,Northbound Main St @ E 51 Ave,,49.223638,-123.101593,BUS ZN,https://translink.ca/schedules-and-maps/stop/50150/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50150,0,,1,
151,50151,Northbound Main St @ E 49 Ave,,49.225975,-123.10147,BUS ZN,https://translink.ca/schedules-and-maps/stop/50151/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50151,0,,1,
152,59842,Northbound Main St @ E 46 Ave,,49.228719,-123.101386,BUS ZN,https://translink.ca/schedules-and-maps/stop/59842/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=59842,0,,1,
154,50154,Northbound Main St @ E 43 Ave,,49.231454,-123.101306,BUS ZN,https://translink.ca/schedules-and-maps/stop/50154/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50154,0,,1,
155,50155,Northbound Main St @ E 41 Ave,,49.233445,-123.101394,BUS ZN,https://translink.ca/schedules-and-maps/stop/50155/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50155,0,,1,
157,50157,Westbound W 41 Ave @ Ontario St,,49.233269,-123.106197,BUS ZN,https://translink.ca/schedules-and-maps/stop/50157/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50157,0,,1,
158,50158,Westbound W 41 Ave @ Columbia St,,49.233442,-123.11122,BUS ZN,https://translink.ca/schedules-and-maps/stop/50158/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50158,0,,1,
160,50160,Oakridge-41st Ave Station @ Bay 5,,49.233681,-123.116855,BUS ZN,https://translink.ca/schedules-and-maps/stop/50160/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50160,0,,1,
165,50165,Northbound Main St @ E 33 Ave,,49.241308,-123.101314,BUS ZN,https://translink.ca/schedules-and-maps/stop/50165/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50165,0,,1,
166,50166,Northbound Main St @ E 30 Ave,,49.243554,-123.101232,BUS ZN,https://translink.ca/schedules-and-maps/stop/50166/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50166,0,,1,
167,50167,Northbound Main St @ E 28 Ave,,49.245968,-123.101101,BUS ZN,https://translink.ca/schedules-and-maps/stop/50167/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50167,0,,1,
169,50169,Northbound Main St @ E King Edward Ave,,49.249121,-123.100891,BUS ZN,https://translink.ca/schedules-and-maps/stop/50169/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50169,0,,1,
170,59836,Northbound Main St @ E 20 Ave,,49.253226,-123.100763,BUS ZN,https://translink.ca/schedules-and-maps/stop/59836/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=59836,0,,1,
171,59835,Northbound Main St @ E 18 Ave,,49.255006,-123.100984,BUS ZN,https://translink.ca/schedules-and-maps/stop/59835/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=59835,0,,1,
174,50174,Northbound Main St @ E 12 Ave,,49.260528,-123.100888,BUS ZN,https://translink.ca/schedules-and-maps/stop/50174/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50174,0,,1,
176,50176,Northbound Main St @ E Broadway,,49.263233,-123.100792,BUS ZN,https://translink.ca/schedules-and-maps/stop/50176/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50176,0,,1,
177,50177,Northbound Main St @ E 6th Ave,,49.265339,-123.100685,BUS ZN,https://translink.ca/schedules-and-maps/stop/50177/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50177,0,,1,
178,50178,Northbound Main St @ E 5th Ave,,49.266719,-123.100662,BUS ZN,https://translink.ca/schedules-and-maps/stop/50178/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50178,0,,1,
179,50179,Northbound Main St @ E 2nd Ave,,49.269455,-123.100505,BUS ZN,https://translink.ca/schedules-and-maps/stop/50179/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50179,0,,1,
181,50181,Main Street-Science World Station @ Bay 2,,49.273395,-123.099831,BUS ZN,https://translink.ca/schedules-and-maps/stop/50181/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50181,0,,1,
182,50182,Northbound Main St @ National Ave,,49.275321,-123.099748,BUS ZN,https://translink.ca/schedules-and-maps/stop/50182/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50182,0,,1,
184,50184,Northbound Main St @ E Georgia St,,49.278968,-123.099607,BUS ZN,https://translink.ca/schedules-and-maps/stop/50184/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50184,0,,1,
185,53391,Westbound E Hastings St @ Main St,,49.281426,-123.099363,BUS ZN,https://translink.ca/schedules-and-maps/stop/53391/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=53391,0,,1,
186,50186,Westbound W Hastings St @ Carrall St,,49.281733,-123.105366,BUS ZN,https://translink.ca/schedules-and-maps/stop/50186/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50186,0,,1,
188,50188,Westbound W Hastings St @ Hamilton St,,49.283085,-123.110279,BUS ZN,https://translink.ca/schedules-and-maps/stop/50188/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50188,0,,1,
189,50189,Southbound Richards St @ W Hastings St,,49.283796,-123.11242,BUS ZN,https://translink.ca/schedules-and-maps/stop/50189/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50189,0,,1,
190,50190,Southbound Richards St @ Dunsmuir St,,49.281944,-123.115253,BUS ZN,https://translink.ca/schedules-and-maps/stop/50190/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50190,0,,1,
193,59040,Westbound Robson St @ Granville St,,49.28128,-123.119551,BUS ZN,https://translink.ca/schedules-and-maps/stop/59040/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=59040,0,,1,
195,50195,Westbound W 41 Ave @ Oak St,,49.234081,-123.128633,BUS ZN,https://translink.ca/schedules-and-maps/stop/50195/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50195,0,,1,
196,50196,Westbound W 41 Ave @ Selkirk St,,49.234201,-123.132951,BUS ZN,https://translink.ca/schedules-and-maps/stop/50196/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50196,0,,1,
197,50197,Westbound W 41 Ave @ Cartier St,,49.234332,-123.137,BUS ZN,https://translink.ca/schedules-and-maps/stop/50197/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50197,0,,1,
198,50198,Westbound W 41 Ave @ Granville St,,49.234391,-123.139167,BUS ZN,https://translink.ca/schedules-and-maps/stop/50198/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50198,0,,1,
199,50199,Eastbound W 41 Ave @ Granville St,,49.23422,-123.138484,BUS ZN,https://translink.ca/schedules-and-maps/stop/50199/schedule?utm_source=referral&utm_medium=google+maps&utm_campaign=gtfs&utm_content=schedules_stop&utm_term=50199,0,,1,
